NAME,ITEM_TYPE,KIND,DATE_TAKEN,CONTRIBUTING_ARTISTS,AUTHORS,FILE_EXTENSION,PATH,MEDIA_CREATED
1_sfx_land_episode_wave_01,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_sfx_land_episode_wave_01.ogg,
1_sfx_land_episode_wave_02,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_sfx_land_episode_wave_02.ogg,
1_sfx_lava_convert,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_sfx_lava_convert.ogg,
1_sfx_lava_explosion,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_sfx_lava_explosion.ogg,
1_sfx_lava_rock_explosion001,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_sfx_lava_rock_explosion001.ogg,
1_sfx_lava_rock_explosion002,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_sfx_lava_rock_explosion002.ogg,
1_sfx_lava_rock_explosion003,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_sfx_lava_rock_explosion003.ogg,
1_sfx_lava_shoot,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_sfx_lava_shoot.ogg,
1_sfx_lava_spawn,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_sfx_lava_spawn.ogg,
1_sfx_lava_spawn_loop,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_sfx_lava_spawn_loop.ogg,
1_sfx_level_complete_outro,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_sfx_level_complete_outro.ogg,
1_sfx_level_complete_outro_shorter,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_sfx_level_complete_outro_shorter.ogg,
1_sfx_lineblast,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_sfx_lineblast.ogg,
1_sfx_lives_owl_leave,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_sfx_lives_owl_leave.ogg,
1_sfx_lives_owl_loop,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_sfx_lives_owl_loop.ogg,
1_sfx_lives_sent,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_sfx_lives_sent.ogg,
1_sfx_logo,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_sfx_logo.ogg,
1_sfx_map_level_unlocked,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_sfx_map_level_unlocked.ogg,
1_sfx_map_star_first,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_sfx_map_star_first.ogg,
1_sfx_map_star_second,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_sfx_map_star_second.ogg,
1_sfx_map_star_third,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_sfx_map_star_third.ogg,
1_sfx_map_star_whoosh,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_sfx_map_star_whoosh.ogg,
1_sfx_map_wilbur_appear,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_sfx_map_wilbur_appear.ogg,
1_sfx_map_wilbur_jump,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_sfx_map_wilbur_jump.ogg,
1_sfx_map_wilbur_jump_omph_01,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_sfx_map_wilbur_jump_omph_01.ogg,
1_sfx_map_wilbur_jump_omph_02,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_sfx_map_wilbur_jump_omph_02.ogg,
1_sfx_map_wilbur_jump_omph_03,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_sfx_map_wilbur_jump_omph_03.ogg,
1_sfx_map_wilbur_land_episode,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_sfx_map_wilbur_land_episode.ogg,
1_sfx_map_wilbur_land_top,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_sfx_map_wilbur_land_top.ogg,
1_sfx_map_wilbur_laugh_01,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_sfx_map_wilbur_laugh_01.ogg,
1_sfx_map_wilbur_laugh_02,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_sfx_map_wilbur_laugh_02.ogg,
1_sfx_map_wilbur_laugh_03,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_sfx_map_wilbur_laugh_03.ogg,
1_sfx_milestone_achieved_silver_bronze,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_sfx_milestone_achieved_silver_bronze.ogg,
1_sfx_mirror_bubble_01,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_sfx_mirror_bubble_01.ogg,
1_sfx_mirror_bubble_02,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_sfx_mirror_bubble_02.ogg,
1_sfx_mirror_bubble_03,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_sfx_mirror_bubble_03.ogg,
1_sfx_moreless_decrease,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_sfx_moreless_decrease.ogg,
1_sfx_moreless_explosion,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_sfx_moreless_explosion.ogg,
1_sfx_moreless_particle,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_sfx_moreless_particle.ogg,
1_sfx_morgana_grunt_1,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_sfx_morgana_grunt_1.ogg,
1_sfx_morgana_grunt_2,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_sfx_morgana_grunt_2.ogg,
1_sfx_morgana_grunt_3,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_sfx_morgana_grunt_3.ogg,
1_sfx_morgana_mode_attack,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_sfx_morgana_mode_attack.ogg,
1_sfx_morgana_mode_attack_explosion,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_sfx_morgana_mode_attack_explosion.ogg,
1_sfx_morgana_mode_defeated,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_sfx_morgana_mode_defeated.ogg,
1_sfx_morgana_mode_fairy_queen,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_sfx_morgana_mode_fairy_queen.ogg,
1_sfx_morgana_mode_fall,OGG File,,,,,,E:\Manually Sorted\OGG\1_sfx_morgana_mode_fall.ogg,
1_sfx_morgana_mode_hit,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_sfx_morgana_mode_hit.ogg,
1_sfx_morgana_mode_landing,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_sfx_morgana_mode_landing.ogg,
1_sfx_morgana_mode_laugh,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_sfx_morgana_mode_laugh.ogg,
1_sfx_morgana_mode_laugh2,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_sfx_morgana_mode_laugh2.ogg,
1_sfx_morgana_mode_preattack,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_sfx_morgana_mode_preattack.ogg,
1_sfx_neropower_explode,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_sfx_neropower_explode.ogg,
1_sfx_neropower_shoot,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_sfx_neropower_shoot.ogg,
1_sfx_neropower_spawn,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_sfx_neropower_spawn.ogg,
1_sfx_open_vortex,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_sfx_open_vortex.ogg,
1_sfx_open_vortex_stella_swoosh,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_sfx_open_vortex_stella_swoosh.ogg,
1_sfx_orb_fully_charged,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_sfx_orb_fully_charged.ogg,
1_sfx_orb_send_bubble,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_sfx_orb_send_bubble.ogg,
1_sfx_orb_tricksie,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_sfx_orb_tricksie.ogg,
1_sfx_owl_reposition_01,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_sfx_owl_reposition_01.ogg,
1_sfx_owl_reposition_02,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_sfx_owl_reposition_02.ogg,
1_sfx_owl_reposition_03,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_sfx_owl_reposition_03.ogg,
1_sfx_owl_reposition_04,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_sfx_owl_reposition_04.ogg,
1_sfx_owl_reposition_05,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_sfx_owl_reposition_05.ogg,
1_sfx_owl_reposition_06,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_sfx_owl_reposition_06.ogg,
1_sfx_photo,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_sfx_photo.ogg,
1_sfx_piggy_goldbar_in,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_sfx_piggy_goldbar_in.ogg,
1_sfx_piggy_goldbar_rejected,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_sfx_piggy_goldbar_rejected.ogg,
1_sfx_piggy_purchase_appearing,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_sfx_piggy_purchase_appearing.ogg,
1_sfx_piggy_purchase_goldbars_piling,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_sfx_piggy_purchase_goldbars_piling.ogg,
1_sfx_plot_twist_part_01,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_sfx_plot_twist_part_01.ogg,
1_sfx_plot_twist_part_02,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_sfx_plot_twist_part_02.ogg,
1_sfx_plot_twist_part_03,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_sfx_plot_twist_part_03.ogg,
1_sfx_plot_twist_part_04,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_sfx_plot_twist_part_04.ogg,
1_sfx_plot_twist_part_charging_end,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_sfx_plot_twist_part_charging_end.ogg,
1_sfx_plus3,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_sfx_plus3.ogg,
1_sfx_pollen_transform001,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_sfx_pollen_transform001.ogg,
1_sfx_pollen_transform002,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_sfx_pollen_transform002.ogg,
1_sfx_pollen_transform003,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_sfx_pollen_transform003.ogg,
1_sfx_pumpkin,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_sfx_pumpkin.ogg,
1_sfx_quest_bar_filling,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_sfx_quest_bar_filling.ogg,
1_sfx_quest_completed,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_sfx_quest_completed.ogg,
1_sfx_quest_flipping,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_sfx_quest_flipping.ogg,
1_sfx_ranking_appears,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_sfx_ranking_appears.ogg,
1_sfx_rocketrace_event_unlocked_tv,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_sfx_rocketrace_event_unlocked_tv.ogg,
1_sfx_rocketrace_stats,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_sfx_rocketrace_stats.ogg,
1_sfx_shooter_spawn,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_sfx_shooter_spawn.ogg,
1_sfx_shop_3planks,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_sfx_shop_3planks.ogg,
1_sfx_shop_5planks,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_sfx_shop_5planks.ogg,
1_sfx_shop_purchase,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_sfx_shop_purchase.ogg,
1_sfx_shop_swipe,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_sfx_shop_swipe.ogg,
1_sfx_spider_web_attach,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_sfx_spider_web_attach.ogg,
1_sfx_spider_web_destroy,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_sfx_spider_web_destroy.ogg,
1_sfx_spider_web_detach,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_sfx_spider_web_detach.ogg,
1_sfx_starman_starpop,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_sfx_starman_starpop.ogg,
1_sfx_star_first,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_sfx_star_first.ogg,
1_sfx_star_second,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_sfx_star_second.ogg,
1_sfx_star_third,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_sfx_star_third.ogg,
1_sfx_stella_afraid,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_sfx_stella_afraid.ogg,
1_sfx_swoosh_to_HUD,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_sfx_swoosh_to_HUD.ogg,
1_sfx_tap_fairy,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_sfx_tap_fairy.ogg,
1_sfx_tint_activated,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_sfx_tint_activated.ogg,
1_sfx_tint_explosion,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_sfx_tint_explosion.ogg,
1_sfx_tint_rad1,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_sfx_tint_rad1.ogg,
1_sfx_tint_rad2,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_sfx_tint_rad2.ogg,
1_sfx_ui_button_click,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_sfx_ui_button_click.ogg,
1_sfx_ui_live_refilled,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_sfx_ui_live_refilled.ogg,
1_sfx_ui_popup_appear,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_sfx_ui_popup_appear.ogg,
1_sfx_ui_popup_leave,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_sfx_ui_popup_leave.ogg,
1_sfx_ui_popup_start_level_appear,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_sfx_ui_popup_start_level_appear.ogg,
1_sfx_ui_popup_start_level_disappear,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_sfx_ui_popup_start_level_disappear.ogg,
1_sfx_ui_popup_tutorial_appear,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_sfx_ui_popup_tutorial_appear.ogg,
1_sfx_ui_stella_house_open_door,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_sfx_ui_stella_house_open_door.ogg,
1_sfx_vortex_bubble,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_sfx_vortex_bubble.ogg,
1_sfx_vortex_special,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_sfx_vortex_special.ogg,
1_sfx_vortex_spiral,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_sfx_vortex_spiral.ogg,
1_sfx_weeds_01,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_sfx_weeds_01.ogg,
1_sfx_weeds_02,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_sfx_weeds_02.ogg,
1_sfx_weeds_03,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_sfx_weeds_03.ogg,
1_sfx_wilbur_angry,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_sfx_wilbur_angry.ogg,
1_sfx_wilbur_beaten,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_sfx_wilbur_beaten.ogg,
1_sfx_wilbur_dizzy,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_sfx_wilbur_dizzy.ogg,
1_sfx_wilbur_escape_cutscene,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_sfx_wilbur_escape_cutscene.ogg,
1_sfx_win_sequence,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_sfx_win_sequence.ogg,
1_shaker01 (2),OGG File,,,,,,,
1_shaker01 (3),OGG File,,,,,,,
1_shaker01 (4),OGG File,,,,,,,
1_shaker01 (5),OGG File,,,,,,,
1_shaker01 13.54.18 (2),OGG File,,,,,,,
1_shaker01 13.54.18 13.54.18 (2),OGG File,,,,,,,
1_shaker01 13.54.18 13.54.18,OGG File,,,,,,,
1_shaker01 13.54.18,OGG File,,,,,,,
1_shaker01,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_shaker01.ogg,
1_shaker02 (2),OGG File,,,,,,,
1_shaker02 (3),OGG File,,,,,,,
1_shaker02 (4),OGG File,,,,,,,
1_shaker02 (5),OGG File,,,,,,,
1_shaker02 13.54.18 (2),OGG File,,,,,,,
1_shaker02 13.54.18 13.54.18 (2),OGG File,,,,,,,
1_shaker02 13.54.18 13.54.18,OGG File,,,,,,,
1_shaker02 13.54.18,OGG File,,,,,,,
1_shaker02,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_shaker02.ogg,
1_shaker03 (3),OGG File,,,,,,,
1_shaker03 (4),OGG File,,,,,,,
1_shaker03 (5),OGG File,,,,,,,
1_shaker03 13.54.18 (2),OGG File,,,,,,,
1_shaker03,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_shaker03.ogg,
1_sheep (2),OGG File,,,,,,,
1_Sheep (3),OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_Sheep (3).ogg,
1_Sheep (4),OGG File,,,,,,,
1_sheep (8),OGG File,,,,,,,
1_sheep 13.54.19 (2),OGG File,,,,,,,
1_sheep 13.54.19,OGG File,,,,,,,
1_sheep,OGG File,,,,,,,
1_sherif (3),OGG File,,,,,,,
1_sherif (4),OGG File,,,,,,,
1_sherif (5),OGG File,,,,,,,
1_sherif (6),OGG File,,,,,,,
1_sherif 13.54.19 (2),OGG File,,,,,,,
1_sherif 13.54.19,OGG File,,,,,,,
1_sherif,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_sherif.ogg,
1_ship (2),OGG File,,,,,,,
1_ship (3),OGG File,,,,,,,
1_ship (5),OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_ship (5).ogg,
1_ship 13.54.19 (2),OGG File,,,,,,,
1_ship 13.54.19,OGG File,,,,,,,
1_ship,OGG File,,,,,,,
1_Shirelles  Will You Love Me Tomorrow (2),OGG File,,,,,,,
1_shoot (2),OGG File,,,,,,,
1_shoot (3),OGG File,,,,,,,
1_shoot (4),OGG File,,,,,,,
1_shoot (5),OGG File,,,,,,,
1_shoot,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_shoot.ogg,
1_shotgun (2),OGG File,,,,,,,
1_shotgun (3),OGG File,,,,,,,
1_shotgun (4),OGG File,,,,,,,
1_shotgun (5),OGG File,,,,,,,
1_shotgun (8),OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_shotgun (8).ogg,
1_shotgun 12.40.42,OGG File,,,,,,,
1_shotgun 12.40.48,OGG File,,,,,,,
1_shotgun 13.51.09 13.51.09,OGG File,,,,,,,
1_shotgun 13.51.09,OGG File,,,,,,,
1_shotgun 21.21.40 (2),OGG File,,,,,,,
1_shotgun,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_shotgun.ogg,
1_shotgun2 (2),OGG File,,,,,,,
1_shotgun2 (3),OGG File,,,,,,,
1_shotgun3 (2),OGG File,,,,,,,
1_shotgun3 (3),OGG File,,,,,,,
1_shotgun3 13.54.19 (2),OGG File,,,,,,,
1_shotgun3 13.54.19,OGG File,,,,,,,
1_shotgun3,OGG File,,,,,,,
1_shotgunfire,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_shotgunfire.ogg,
1_shotgunreload (4),OGG File,,,,,,,
1_shotgunreload (5),OGG File,,,,,,,
1_shotgunreload,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_shotgunreload.ogg,
1_shotgun_reload (2),OGG File,,,,,,,
1_shotgun_reload (3),OGG File,,,,,,,
1_shotgun_reload (4),OGG File,,,,,,,
1_shotgun_reload (5),OGG File,,,,,,,
1_shotgun_reload,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_shotgun_reload.ogg,
1_shuffle,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_shuffle.ogg,
1_shuffling,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_shuffling.ogg,
1_shutterclick (2),OGG File,,,,,,,
1_shutterclick (3),OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_shutterclick (3).ogg,
1_shutterclick,OGG File,,,,,,,
1_sidekick_charge,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_sidekick_charge.ogg,
1_sidekick_collect,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_sidekick_collect.ogg,
1_sidekick_remove_candy,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_sidekick_remove_candy.ogg,
1_sidestick01 (2),OGG File,,,,,,,
1_sidestick01 (3),OGG File,,,,,,,
1_sidestick01 (4),OGG File,,,,,,,
1_sidestick01 13.54.19 (2),OGG File,,,,,,,
1_sidestick01 13.54.19 13.54.19 (2),OGG File,,,,,,,
1_sidestick01 13.54.19 13.54.19,OGG File,,,,,,,
1_sidestick01 13.54.19,OGG File,,,,,,,
1_sidestick01,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_sidestick01.ogg,
1_siege_of_laurelmor (2),OGG File,,,,,,,
1_siege_of_laurelmor (3),OGG File,,,,,,,
1_siege_of_laurelmor (5),OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_siege_of_laurelmor (5).ogg,
1_siege_of_laurelmor 13.54.19 (2),OGG File,,,,,,,
1_siege_of_laurelmor 13.54.19,OGG File,,,,,,,
1_siege_of_laurelmor,OGG File,,,,,,,
1_silence (2),OGG File,,,,,,,
1_silence (3),OGG File,,,,,,,
1_silence (5),OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_silence (5).ogg,
1_silence 13.54.19 (2),OGG File,,,,,,,
1_silence 13.54.19,OGG File,,,,,,,
1_silence,OGG File,,,,,,,
1_silvan_sanctuary (2),OGG File,,,,,,,
1_silvan_sanctuary (3),OGG File,,,,,,,
1_silvan_sanctuary (5),OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_silvan_sanctuary (5).ogg,
1_silvan_sanctuary 13.54.19 (2),OGG File,,,,,,,
1_silvan_sanctuary 13.54.19,OGG File,,,,,,,
1_silvan_sanctuary,OGG File,,,,,,,
1_sinegun (2),OGG File,,,,,,,
1_sinegun (3),OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_sinegun (3).ogg,
1_sinegun,OGG File,,,,,,,
1_sine_dist (5),OGG File,,,,,,,
1_sine_dist,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_sine_dist.ogg,
1_sink (3),OGG File,,,,,,,
1_sink (4),OGG File,,,,,,,
1_sink (5),OGG File,,,,,,,
1_sink (6),OGG File,,,,,,,
1_sink 13.54.19 (2),OGG File,,,,,,,
1_sink 13.54.19,OGG File,,,,,,,
1_sink,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_sink.ogg,
1_Sinkhole (2),OGG File,,,,,,,
1_Sinkhole (3),OGG File,,,,,,,
1_Sinkhole,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_Sinkhole.ogg,
1_Sinkhole_22,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_Sinkhole_22.ogg,
1_sizzle (2),OGG File,,,,,,,
1_sizzle (3),OGG File,,,,,,,
1_sizzle 13.54.19 (2),OGG File,,,,,,,
1_sizzle 13.54.19,OGG File,,,,,,,
1_sizzle,OGG File,,,,,,,
1_sizzle_3,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_sizzle_3.ogg,
1_skeleton-big-die (2),OGG File,,,,,,,
1_skeleton-big-die (3),OGG File,,,,,,,
1_skeleton-big-die (5),OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_skeleton-big-die (5).ogg,
1_skeleton-big-die,OGG File,,,,,,,
1_skeleton-big-hit-1 (2),OGG File,,,,,,,
1_skeleton-big-hit-1 (3),OGG File,,,,,,,
1_skeleton-big-hit-1 (4),OGG File,,,,,,,
1_skeleton-big-hit-1 (5),OGG File,,,,,,,
1_skeleton-big-hit-1,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_skeleton-big-hit-1.ogg,
1_skeleton-big-hit-2 (2),OGG File,,,,,,,
1_skeleton-big-hit-2 (3),OGG File,,,,,,,
1_skeleton-big-hit-2 (4),OGG File,,,,,,,
1_skeleton-big-hit-2 (5),OGG File,,,,,,,
1_skeleton-big-hit-2,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_skeleton-big-hit-2.ogg,
1_skeleton-big-hit-3 (2),OGG File,,,,,,,
1_skeleton-big-hit-3 (3),OGG File,,,,,,,
1_skeleton-big-hit-3 (4),OGG File,,,,,,,
1_skeleton-big-hit-3 (5),OGG File,,,,,,,
1_skeleton-big-hit-3,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_skeleton-big-hit-3.ogg,
1_skeleton-die-1 (2),OGG File,,,,,,,
1_skeleton-die-1 (3),OGG File,,,,,,,
1_skeleton-die-1 (5),OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_skeleton-die-1 (5).ogg,
1_skeleton-die-1,OGG File,,,,,,,
1_skeleton-die-2 (2),OGG File,,,,,,,
1_skeleton-die-2 (3),OGG File,,,,,,,
1_skeleton-die-2 (5),OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_skeleton-die-2 (5).ogg,
1_skeleton-die-2,OGG File,,,,,,,
1_skeleton-hit-1 (2),OGG File,,,,,,,
1_skeleton-hit-1 (3),OGG File,,,,,,,
1_skeleton-hit-1 (4),OGG File,,,,,,,
1_skeleton-hit-1 (5),OGG File,,,,,,,
1_skeleton-hit-1,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_skeleton-hit-1.ogg,
1_skeleton-hit-2 (2),OGG File,,,,,,,
1_skeleton-hit-2 (3),OGG File,,,,,,,
1_skeleton-hit-2 (4),OGG File,,,,,,,
1_skeleton-hit-2 (5),OGG File,,,,,,,
1_skeleton-hit-2,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_skeleton-hit-2.ogg,
1_skeleton-hit-3 (2),OGG File,,,,,,,
1_skeleton-hit-3 (3),OGG File,,,,,,,
1_skeleton-hit-3 (4),OGG File,,,,,,,
1_skeleton-hit-3 (5),OGG File,,,,,,,
1_skeleton-hit-3,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_skeleton-hit-3.ogg,
1_skid (2),OGG File,,,,,,,
1_skid (3),OGG File,,,,,,,
1_skid (5),OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_skid (5).ogg,
1_skid 13.54.19 (2),OGG File,,,,,,,
1_skid 13.54.19,OGG File,,,,,,,
1_skid,OGG File,,,,,,,
1_skip,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_skip.ogg,
1_skip_turn (5),OGG File,,,,,,,
1_skip_turn,OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_skip_turn.ogg,
1_SkyVibe-HighFrequency (2),OGG File,,,,,,,
1_SkyVibe-HighFrequency (3),OGG File,,,,,,,
1_SkyVibe-HighFrequency (5),OGG File,,,,,.ogg,E:\Manually Sorted\OGG\1_SkyVibe-HighFrequency (5).ogg,
1_SkyVibe-HighFrequency 13.54.19 (2),OGG File,,,,,,,
1_SkyVibe-HighFrequency 13.54.19,OGG File,,,,,,,
1_SkyVibe-HighFrequency,OGG File,,,,,,,
1_slap (2),OGG File,,,,,,,
